['bright', 'green', 'action', 'black', 'dark']
['suit', 'tie', 'man', 'business', 'wearing']
['wearing', 'racket', 'dress', 'red', 'woman']
['picture', 'closeup', 'cabinet', 'bathroom', 'cellphone']
['toilet', 'machine', 'yellow', 'bathroom', 'coming']
['man', 'table', 'young', 'holding', 'sitting']
['cup', 'cats', 'food', 'close', 'cooking']
['showing', 'photo', 'painting', 'different', 'old']
['picture', 'rug', 'pictures', 'bathroom', 'photo']
['shade', 'atop', 'black', 'round', 'half']
['lines', 'stuff', 'electric', 'sky', 'image']
['turned', 'ripe', 'photograph', 'blurry', 'picture']
['scissors', 'picture', 'appliances', 'sink', 'bathroom']
['man', 'standing', 'walks', 'woman', 'holding']
['holding', 'man', 'palm', 'woman', 'talking']
['group', 'team', 'men', 'photo', 'people']
['bathroom', 'clocks', 'showing', 'office', 'picture']
['picture', 'eyes', 'black', 'background', 'scissors']
['pasture', 'field', 'grass', 'hillside', 'stone']
['posing', 'women', 'group', 'picture', 'photo']
['sheep', 'foot', 'giant', 'yellow', 'shaped']
['eyes', 'standing', 'woman', 'posing', 'holding']
['ripe', 'apple', 'picture', 'white', 'elephant']
['dog', 'pose', 'sitting', 'holding', 'black']
['woman', 'girl', 'pretty', 'young', 'wearing']
['laptop', 'screen', 'lays', 'resting', 'picture']
['picture', 'man', 'holding', 'enjoying', 'men']
['woman', 'picture', 'phone', 'girl', 'posing']
['picture', 'bathroom', 'bright', 'showing', 'sky']
['sign', 'eyes', 'screen', 'bright', 'bunch']
['group', 'people', 'train', 'passengers', 'large']
['picture', 'commuter', 'showing', 'bathroom', 'bright']
['woman', 'lady', 'girl', 'holding', 'standing']
['woman', 'women', 'pretty', 'clothing', 'sitting']
['man', 'photos', 'picture', 'men', 'mouth']
['center', 'blue', 'paper', 'red', 'close']
['red', 'wearing', 'shirt', 'young', 'holding']
['tie', 'man', 'suit', 'wearing', 'young']
['vase', 'board', 'man', 'person', 'sitting']
['white', 'vase', 'surface', 'plastic', 'bowl']
['player', 'game', 'airport', 'people', 'showing']
['man', 'blue', 'swing', 'wall', 'wearing']
['sign', 'smart', 'signs', 'potatoes', 'apple']
['decorated', 'shaped', 'variety', 'atop', 'covered']
['cake', 'pan', 'pastry', 'piece', 'desert']
['smiling', 'man', 'camera', 'wearing', 'jacket']
['boxes', 'pizzas', 'box', 'poles', 'sitting']
['smiling', 'man', 'young', 'smiles', 'wearing']
['tower', 'docked', 'river', 'like', 'water']
['sandwich', 'half', 'holding', 'person', 'pastry']
['appliances', 'sign', 'sitting', 'grass', 'road']
['cage', 'grass', 'brown', 'sitting', 'lays']
['dog', 'path', 'frisbee', 'leash', 'road']
['bathroom', 'bird', 'showing', 'screen', 'beneath']
['tie', 'wearing', 'sitting', 'red', 'neck']
['uniforms', 'soccer', 'uniform', 'players', 'playing']
['cover', 'sign', 'ear', 'signs', 'posing']
['posing', 'uniforms', 'woman', 'holding', 'lady']
['truck', 'blue', 'large', 'parked', 'sitting']
['man', 'camera', 'smiling', 'posing', 'picture']
['tie', 'wearing', 'man', 'smiling', 'giving']
['snow', 'person', 'sitting', 'different', 'rainy']
['television', 'tv', 'showing', 'black', 'screen']
['writing', 'woman', 'french', 'living', 'wall']
['woman', 'hair', 'girl', 'bathroom', 'controller']
['standing', 'group', 'photo', 'people', 'stand']
['papers', 'underneath', 'sitting', 'landing', 'throw']
['hat', 'wearing', 'man', 'airplane', 'black']
['group', 'people', 'women', 'standing', 'woman']
['sign', 'gray', 'eyes', 'black', 'picture']
['ripe', 'bathroom', 'eyes', 'picture', 'gray']
['bacon', 'meat', 'plate', 'food', 'sitting']
['bathroom', 'picture', 'vintage', 'ripe', 'photo']
['ripe', 'gray', 'sky', 'picture', 'black']
['sign', 'black', 'scissors', 'flight', 'eyes']
['bush', 'horses', 'screen', 'cover', 'smart']
['group', 'men', 'people', 'computers', 'sitting']
['women', 'people', 'hold', 'holding', 'woman']
['sitting', 'holding', 'table', 'couple', 'small']
['laptop', 'bed', 'clean', 'sheets', 'hotel']
['sky', 'commuter', 'picture', 'gray', 'scissors']
['screen', 'sign', 'paper', 'book', 'photo']
['field', 'game', 'man', 'baseball', 'player']
['ripe', 'scissors', 'picture', 'commuter', 'sky']
['sign', 'standing', 'baseball', 'man', 'skateboarding']
['picture', 'dark', 'photo', 'horses', 'flying']
['man', 'smiling', 'wearing', 'camera', 'glasses']
['woman', 'dress', 'women', 'girls', 'young']
['painting', 'ties', 'brown', 'sitting', 'black']
['bright', 'man', 'sky', 'eyes', 'blue']
['black', 'man', 'holding', 'person', 'wearing']
['man', 'fun', 'posing', 'wedding', 'people']
['red', 'holding', 'man', 'field', 'young']
['blue', 'white', 'standing', 'sitting', 'like']
['person', 'holding', 'mirror', 'man', 'hand']
['holding', 'man', 'woman', 'person', 'sky']
['wearing', 'posing', 'tie', 'man', 'standing']
['man', 'scissors', 'staring', 'glasses', 'wearing']
['red', 'man', 'sitting', 'person', 'wall']
['table', 'food', 'plate', 'white', 'pile']
['stuff', 'grazing', 'drawn', 'tree', 'image']
['pitch', 'baseball', 'teddy', 'ladies', 'standing']
['chocolate', 'red', 'writing', 'model', 'sitting']
['smart', 'bathroom', 'phone', 'cover', 'ship']
['bow', 'wearing', 'tie', 'man', 'posing']
['talking', 'bar', 'bottle', 'man', 'sitting']
['book', 'things', 'giraffe', 'beach', 'writing']
['man', 'giving', 'wearing', 'suit', 'glasses']
['ripe', 'commuter', 'sky', 'picture', 'says']
['woman', 'white', 'photo', 'glasses', 'black']
['bathroom', 'eyes', 'bird', 'mouse', 'bright']
['pictures', 'photos', 'picture', 'showing', 'female']
['sitting', 'white', 'dry', 'short', 'grass']
['sign', 'building', 'trees', 'huge', 'standing']
['plastic', 'wearing', 'bag', 'holding', 'woman']
['dog', 'brown', 'closeup', 'standing', 'looking']
['group', 'ladies', 'women', 'people', 'team']
['scissors', 'picture', 'high', 'says', 'black']
['clocks', 'showing', 'bathroom', 'picture', 'vintage']
['baked', 'sitting', 'banana', 'piece', 'paper']
['umbrellas', 'sign', 'people', 'group', 'team']
['hair', 'man', 'talking', 'young', 'woman']
['tent', 'man', 'umbrella', 'person', 'holding']
['woman', 'hair', 'pretty', 'girl', 'posing']
['trick', 'ramp', 'skate', 'large', 'sign']
['eyes', 'tower', 'sign', 'gray', 'red']
['group', 'riding', 'people', 'moving', 'man']
['filled', 'giraffes', 'horses', 'lots', 'group']
['holding', 'man', 'hands', 'game', 'american']
['woman', 'posing', 'girl', 'hair', 'poses']
['white', 'sitting', 'ice', 'decorated', 'chocolate']
['picture', 'birthday', 'face', 'appliances', 'dress']
['pose', 'man', 'posing', 'american', 'face']
['white', 'happy', 'face', 'sitting', 'rocks']
['bathroom', 'picture', 'showing', 'bright', 'bird']
['face', 'man', 'white', 'wearing', 'posing']
['holding', 'woman', 'man', 'black', 'takes']
['picture', 'man', 'photo', 'photograph', 'posing']
['rice', 'broccoli', 'vegetables', 'meat', 'plate']
['clock', 'white', 'vintage', 'sitting', 'sky']
['bathroom', 'sink', 'man', 'sitting', 'mirror']
['girl', 'young', 'woman', 'camera', 'wearing']
['woman', 'posing', 'picture', 'smiling', 'photograph']
['fence', 'colorful', 'standing', 'picture', 'large']
['screen', 'picture', 'church', 'cell', 'roof']
['woman', 'posing', 'man', 'hold', 'women']
['vintage', 'standing', 'picture', 'skiers', 'group']
['tower', 'clock', 'building', 'tall', 'city']
['showing', 'picture', 'bathroom', 'screen', 'bright']
['flying', 'skate', 'shoes', 'laying', 'shows']
['beneath', 'laying', 'close', 'big', 'bears']
['sign', 'photos', 'baseball', 'ski', 'red']
['scissors', 'black', 'dark', 'picture', 'sign']
['baseball', 'player', 'ball', 'field', 'catcher']
['food', 'breakfast', 'white', 'bowl', 'plate']
['holding', 'standing', 'adults', 'picture', 'man']
['woman', 'brick', 'seat', 'outside', 'person']
['sign', 'blue', 'bag', 'produce', 'signs']
['says', 'snowboarding', 'writing', 'man', 'people']
['woman', 'women', 'posing', 'group', 'girls']
['sign', 'overhead', 'graffiti', 'blue', 'displaying']
['woman', 'wii', 'coat', 'dressed', 'women']
['sign', 'white', 'writing', 'black', 'painted']
['sitting', 'tan', 'seen', 'wall', 'ice']
['sign', 'carrots', 'picture', 'shorts', 'black']
['people', 'holding', 'group', 'standing', 'women']
['picture', 'photo', 'old', 'coat', 'showing']
['clocks', 'photo', 'bike', 'drawn', 'sign']
['picture', 'mother', 'appliances', 'pictures', 'shelf']
['bunch', 'wild', 'snowy', 'giraffes', 'sky']
['showing', 'train', 'laptop', 'vintage', 'picture']
['bright', 'bird', 'showing', 'banana', 'bathroom']
['bathroom', 'eyes', 'picture', 'bird', 'bright']
['group', 'white', 'bunch', 'near', 'black']
['clocks', 'yellow', 'bathroom', 'bird', 'bright']
['standing', 'teeth', 'man', 'skiers', 'holding']
['plant', 'bird', 'holding', 'like', 'yellow']
['man', 'wearing', 'red', 'baseball', 'person']
['woman', 'teeth', 'picture', 'mother', 'lying']
['sitting', 'hydrant', 'cement', 'bench', 'concrete']
['man', 'suit', 'business', 'wearing', 'standing']
['bathroom', 'white', 'floor', 'woman', 'leading']
['surfer', 'head', 'wearing', 'man', 'smiling']
['player', 'man', 'holding', 'standing', 'controllers']
['holding', 'person', 'dark', 'cute', 'donut']
['different', 'wooden', 'pictures', 'picture', 'colors']
['dark', 'picture', 'pictures', 'man', 'photograph']
['green', 'looking', 'sitting', 'image', 'water']
['sign', 'pastries', 'lights', 'black', 'lit']
['sunglasses', 'man', 'glasses', 'wearing', 'controller']
['man', 'posing', 'wearing', 'picture', 'glasses']
['close', 'face', 'looking', 'showing', 'standing']
['farm', 'vintage', 'drawn', 'painting', 'overhead']
['screen', 'window', 'showing', 'desk', 'man']
['pictures', 'picture', 'showing', 'photo', 'blue']
['pictures', 'picture', 'appliances', 'cover', 'photo']
['ripe', 'bathroom', 'vintage', 'picture', 'smart']
['lights', 'light', 'lit', 'beach', 'post']
['photo', 'new', 'picture', 'game', 'animal']
['fence', 'red', 'displaying', 'arms', 'mounted']
['cakes', 'photos', 'race', 'bikes', 'stacked']
['group', 'beach', 'standing', 'people', 'air']
['man', 'holding', 'shirt', 'young', 'woman']
['women', 'posing', 'smile', 'ladies', 'girls']
['showing', 'picture', 'keyboard', 'gray', 'book']
['woman', 'ladies', 'women', 'red', 'hats']
['stuffed', 'teddy', 'bear', 'animals', 'animal']
['lays', 'screen', 'picture', 'laptop', 'banana']
['uniforms', 'baseball', 'photo', 'picture', 'players']
['man', 'smiling', 'posing', 'black', 'camera']
['bathroom', 'ripe', 'picture', 'gray', 'sign']
['sign', 'writing', 'says', 'white', 'black']
['man', 'old', 'woman', 'person', 'motor']
['bananas', 'tray', 'colorful', 'colored', 'colors']
['crowd', 'people', 'winter', 'large', 'city']
['bathroom', 'picture', 'showing', 'bird', 'skateboard']
['standing', 'man', 'posing', 'holding', 'men']
['pickup', 'truck', 'red', 'pick', 'parked']
['different', 'stacked', 'trays', 'displayed', 'group']
['building', 'near', 'sitting', 'hotel', 'tall']
['signs', 'people', 'group', 'street', 'standing']
['surfing', 'snowboard', 'screen', 'dark', 'white']
['lights', 'tree', 'water', 'surrounded', 'near']
['uniform', 'sitting', 'cluttered', 'bench', 'older']
['standing', 'men', 'stand', 'displaying', 'posing']
['sitting', 'green', 'keyboard', 'man', 'big']
['cake', 'baked', 'chocolate', 'water', 'counter']
['tie', 'man', 'suit', 'wearing', 'bow']
['man', 'posing', 'photo', 'dressed', 'picture']
['red', 'writing', 'signs', 'graffiti', 'stop']
['woman', 'store', 'shelf', 'green', 'sitting']
['group', 'men', 'people', 'women', 'riding']
['picture', 'bright', 'bathroom', 'showing', 'perched']
['clean', 'woman', 'dark', 'talking', 'man']
['man', 'tie', 'building', 'suit', 'standing']
['team', 'women', 'watches', 'shot', 'red']
['baseball', 'player', 'ball', 'uniform', 'man']
['sandwich', 'held', 'meat', 'table', 'bun']
['view', 'large', 'area', 'tracks', 'city']
['sunglasses', 'wearing', 'glasses', 'man', 'flies']
['man', 'hair', 'looking', 'wearing', 'photograph']
['bathroom', 'commercial', 'picture', 'showing', 'laptop']
['tie', 'man', 'wearing', 'posing', 'shirt']
['graffiti', 'boy', 'young', 'holding', 'ready']
['decorated', 'model', 'blue', 'decorative', 'different']
['screen', 'picture', 'man', 'photo', 'showing']
['costume', 'holding', 'uniform', 'white', 'sitting']
['hair', 'pink', 'posing', 'head', 'wearing']
['bun', 'person', 'sign', 'persons', 'sheets']
['group', 'posing', 'girls', 'standing', 'woman']
['smiling', 'woman', 'cell', 'holding', 'phone']
['smiling', 'boy', 'young', 'bed', 'laying']
['woman', 'girl', 'pretty', 'beautiful', 'blue']
['man', 'tie', 'suit', 'black', 'old']
['flowers', 'vase', 'flower', 'filled', 'colorful']
['group', 'people', 'standing', 'men', 'lined']
['man', 'camera', 'wearing', 'tie', 'looking']
['blue', 'bush', 'flock', 'green', 'photograph']
['people', 'group', 'sitting', 'stuffed', 'number']
['red', 'lies', 'snowy', 'pink', 'old']
['dark', 'black', 'sign', 'pointing', 'white']
['lawn', 'yard', 'grassy', 'area', 'grass']
['floors', 'multi', 'scissors', 'white', 'various']
['blue', 'eyes', 'bright', 'sign', 'giving']
['vase', 'traffic', 'sign', 'desktop', 'red']
['night', 'crowd', 'white', 'flying', 'street']
['pillows', 'legs', 'lays', 'man', 'wearing']
['cat', 'white', 'sitting', 'bed', 'chair']
['doorway', 'man', 'coat', 'black', 'steps']
['purple', 'giving', 'sign', 'blue', 'eyes']
['man', 'wearing', 'glasses', 'staring', 'face']
['player', 'disc', 'ball', 'standing', 'signs']
['bathroom', 'picture', 'eyes', 'ripe', 'alongside']
['man', 'tie', 'dressed', 'wearing', 'shirt']
['man', 'photo', 'camera', 'holding', 'photograph']
['red', 'dark', 'picture', 'room', 'scissors']
['electronic', 'man', 'sign', 'arms', 'reading']
['airport', 'screen', 'bunch', 'sign', 'set']
['eyes', 'bathroom', 'ripe', 'picture', 'town']
['screen', 'women', 'nintendo', 'video', 'group']
['pink', 'picture', 'toys', 'shaped', 'bird']
['ties', 'suits', 'suit', 'picture', 'man']
['posing', 'picture', 'photograph', 'woman', 'like']
['wearing', 'man', 'staring', 'hair', 'looking']
['sky', 'flying', 'plane', 'blue', 'airplane']
['team', 'men', 'row', 'green', 'white']
['man', 'skateboard', 'black', 'young', 'wearing']
['photograph', 'people', 'group', 'photo', 'posing']
['white', 'trash', 'bathroom', 'feeding', 'bowl']
['flock', 'birds', 'snow', 'landing', 'poles']
['uniforms', 'man', 'black', 'blue', 'male']
['riders', 'flowers', 'bears', 'snowboarding', 'nice']
['dog', 'teeth', 'white', 'cute', 'lays']
['car', 'man', 'red', 'suitcase', 'person']
['highway', 'large', 'oven', 'cooking', 'window']
['people', 'group', 'crowd', 'woman', 'lights']
['smiling', 'picture', 'face', 'photo', 'bat']
['says', 'sign', 'floors', 'traffic', 'different']
['sign', 'sky', 'man', 'picture', 'stuffed']
['wooden', 'deck', 'enclosed', 'sitting', 'metal']
['player', 'crowd', 'players', 'uniform', 'game']
['blue', 'sky', 'roll', 'dark', 'flying']
['pictures', 'photos', 'man', 'picture', 'suit']
['sitting', 'young', 'living', 'room', 'cell']
['opened', 'sheet', 'white', 'herd', 'airplane']
['sign', 'blue', 'bicycles', 'stop', 'picture']
['man', 'phone', 'cell', 'ties', 'crowd']
['sign', 'paper', 'signs', 'vintage', 'stuffed']
['potatoes', 'picture', 'sky', 'sign', 'yellow']
['paper', 'fish', 'sitting', 'food', 'plastic']
['table', 'donuts', 'food', 'restaurant', 'preparing']
['group', 'team', 'young', 'field', 'soccer']
['man', 'sitting', 'people', 'hat', 'laptop']
['train', 'cloudy', 'commuter', 'sky', 'view']
['photograph', 'vintage', 'picture', 'smile', 'wearing']
['dog', 'sitting', 'white', 'brown', 'standing']
['woman', 'palm', 'poses', 'wearing', 'lady']
['sign', 'traffic', 'red', 'photo', 'street']
['man', 'tie', 'standing', 'face', 'looking']
['standing', 'men', 'group', 'couple', 'camera']
['photos', 'picture', 'posing', 'pictures', 'store']
['sitting', 'box', 'pieces', 'table', 'piece']
['sky', 'pink', 'sign', 'line', 'multiple']
['field', 'grassy', 'carriage', 'green', 'glove']
['crowd', 'white', 'track', 'man', 'people']
['pink', 'vase', 'red', 'flower', 'flowers']
['people', 'men', 'standing', 'street', 'photo']
['drawn', 'branch', 'sitting', 'black', 'commercial']
['blue', 'showing', 'deep', 'screen', 'player']
['girl', 'pink', 'woman', 'beautiful', 'young']
['picture', 'closeup', 'screen', 'colors', 'perched']
['pictures', 'picture', 'photo', 'vintage', 'different']
['snowboarding', 'scissors', 'black', 'sign', 'glasses']
['smart', 'picture', 'commercial', 'blue', 'ripe']
['sign', 'black', 'posing', 'man', 'standing']
['posing', 'woman', 'mother', 'picture', 'girls']
['woman', 'sweater', 'smart', 'holding', 'smiling']
['display', 'banana', 'group', 'various', 'sitting']
['helmet', 'birthday', 'colorful', 'decorated', 'little']
['green', 'blue', 'sitting', 'table', 'cup']
['keyboard', 'desk', 'sitting', 'view', 'closeup']
['tracks', 'railroad', 'track', 'building', 'houses']
['holding', 'cute', 'hands', 'woman', 'camera']
['picture', 'posing', 'photo', 'sign', 'black']
['clocks', 'banana', 'showing', 'yellow', 'bright']
['man', 'wearing', 'staring', 'face', 'head']
['model', 'pictures', 'bat', 'face', 'picture']
['bat', 'closeup', 'writing', 'hand', 'rocks']
['man', 'standing', 'glasses', 'office', 'camera']
['snow', 'pickup', 'snowy', 'parked', 'covered']
['pictures', 'vintage', 'picture', 'photos', 'showing']
['man', 'picture', 'shirt', 'holding', 'blue']
['phone', 'cell', 'holding', 'taking', 'woman']
['picture', 'stuffed', 'motor', 'drawn', 'ladies']
['pictures', 'photos', 'picture', 'people', 'showing']
['steam', 'curtain', 'purple', 'night', 'lights']
['girl', 'holding', 'blue', 'showing', 'picture']
['pictures', 'photos', 'cats', 'different', 'showing']
['donut', 'leaves', 'vegetable', 'ripe', 'carriage']
['blue', 'player', 'sky', 'smart', 'stacked']
['player', 'man', 'shirt', 'holding', 'arms']
['man', 'young', 'room', 'standing', 'ramp']
['sign', 'eyes', 'bright', 'bathroom', 'commercial']
['knife', 'night', 'man', 'using', 'laptop']
['bathroom', 'picture', 'cover', 'cellphone', 'phone']
['signs', 'blue', 'sign', 'directions', 'includes']
['man', 'sitting', 'cell', 'using', 'phones']
