['water', 'waters', 'dark', 'large', 'background']
['sign', 'closed', 'picture', 'match', 'orange']
['train', 'road', 'yellow', 'street', 'near']
['woman', 'picture', 'sitting', 'man', 'people']
['bathroom', 'book', 'cellphone', 'bright', 'sky']
['man', 'wearing', 'picture', 'talking', 'person']
['picture', 'bright', 'bathroom', 'scissors', 'showing']
['bunch', 'different', 'people', 'picture', 'beneath']
['scissors', 'red', 'flying', 'picture', 'like']
['standing', 'group', 'men', 'wearing', 'holding']
['sign', 'dress', 'skies', 'holding', 'like']
['baseball', 'sign', 'black', 'boarder', 'picture']
['woman', 'man', 'photo', 'standing', 'showing']
['showing', 'picture', 'camera', 'vintage', 'photo']
['striped', 'colorful', 'broccoli', 'screen', 'hillside']
['laptop', 'bags', 'book', 'pitcher', 'new']
['man', 'ties', 'blue', 'black', 'wearing']
['wearing', 'picture', 'black', 'face', 'green']
['book', 'showing', 'bird', 'gray', 'sign']
['catcher', 'sitting', 'people', 'playing', 'baseball']
['ball', 'running', 'field', 'playing', 'soccer']
['doll', 'bear', 'stuffed', 'dressed', 'little']
['picture', 'white', 'apple', 'vintage', 'sign']
['wearing', 'girl', 'hat', 'sunglasses', 'helmet']
['box', 'sand', 'sitting', 'cake', 'writing']
['sign', 'closed', 'himself', 'bicycle', 'black']
['sign', 'blue', 'stuff', 'book', 'cloth']
['pictures', 'laptop', 'working', 'woman', 'using']
['vintage', 'picture', 'scissors', 'sky', 'orange']
['yellow', 'sky', 'big', 'drawn', 'animals']
['eggs', 'food', 'bowl', 'laying', 'fruit']
['bathroom', 'picture', 'bird', 'vintage', 'pots']
['box', 'drink', 'painted', 'sitting', 'sign']
['man', 'smiling', 'cap', 'sitting', 'wearing']
['lit', 'street', 'sidewalk', 'view', 'near']
['people', 'large', 'crowd', 'bunch', 'huge']
['subway', 'people', 'tables', 'park', 'public']
['snowboarding', 'scissors', 'black', 'sign', 'glasses']
['dark', 'cellphone', 'sign', 'showing', 'screen']
['clocks', 'showing', 'bathroom', 'bird', 'bright']
['deep', 'ripe', 'smart', 'elephants', 'using']
['white', 'water', 'view', 'street', 'area']
['pictures', 'color', 'standing', 'glass', 'wearing']
['store', 'parked', 'filled', 'cell', 'books']
['signs', 'commuter', 'bunch', 'variety', 'beneath']
['red', 'pants', 'sitting', 'table', 'enjoying']
['man', 'outside', 'black', 'large', 'street']
['papers', 'scissors', 'flock', 'paper', 'sitting']
['scissors', 'baseball', 'sign', 'floors', 'ear']
['man', 'hat', 'cap', 'shirt', 'wearing']
['picture', 'vintage', 'sign', 'black', 'bird']
['men', 'standing', 'group', 'photo', 'picture']
['bird', 'sleeping', 'eating', 'food', 'standing']
['picture', 'photo', 'man', 'standing', 'sign']
['blurry', 'leaves', 'cattle', 'picture', 'donut']
['apples', 'sale', 'market', 'signs', 'display']
['ripe', 'banana', 'vintage', 'alongside', 'bright']
['green', 'colors', 'closeup', 'screen', 'picture']
['sky', 'showing', 'business', 'photograph', 'black']
['dark', 'man', 'clock', 'black', 'photo']
['sitting', 'yard', 'box', 'wooden', 'white']
['bathroom', 'commuter', 'ski', 'eyes', 'snowy']
['dirty', 'metal', 'inside', 'old', 'laying']
['head', 'black', 'white', 'cover', 'face']
['brick', 'clock', 'concrete', 'stone', 'building']
['holding', 'patio', 'blue', 'woman', 'standing']
['bird', 'standing', 'airplane', 'looking', 'white']
['sign', 'paper', 'reading', 'business', 'birthday']
['taking', 'mirror', 'himself', 'phone', 'person']
['sign', 'directions', 'signs', 'books', 'showing']
['pink', 'leaves', 'green', 'ready', 'different']
['people', 'crowded', 'city', 'scene', 'night']
['sign', 'red', 'says', 'street', 'stacked']
['man', 'player', 'picture', 'sign', 'photos']
['wearing', 'picture', 'sign', 'photo', 'says']
['picture', 'wearing', 'image', 'house', 'woman']
['things', 'display', 'bunch', 'showing', 'staring']
['sign', 'scissors', 'black', 'pointing', 'tv']
['colors', 'picture', 'sign', 'bags', 'black']
['night', 'train', 'features', 'city', 'street']
['sailing', 'green', 'shelves', 'sky', 'tomatoes']
['blue', 'ball', 'dark', 'playing', 'sign']
['man', 'cell', 'phones', 'holding', 'bat']
['parked', 'black', 'tracks', 'center', 'old']
['man', 'glasses', 'looking', 'wearing', 'camera']
['female', 'woman', 'net', 'tennis', 'picture']
['silver', 'parked', 'metal', 'laying', 'inside']
['different', 'items', 'color', 'appliances', 'cake']
['picture', 'sign', 'vintage', 'photo', 'prepared']
['man', 'dark', 'suit', 'wearing', 'picture']
['man', 'young', 'tennis', 'standing', 'holding']
['scissors', 'sky', 'commuter', 'picture', 'pink']
['showing', 'blue', 'lots', 'resting', 'water']
['showing', 'picture', 'shelf', 'screen', 'colors']
['ground', 'street', 'red', 'cooked', 'white']
['boarder', 'sign', 'black', 'baseball', 'display']
['ties', 'beach', 'standing', 'sandwiches', 'screen']
['pictures', 'showing', 'photos', 'picture', 'people']
['picture', 'clothes', 'stuffed', 'motor', 'like']
['bat', 'baseball', 'picture', 'man', 'photo']
['beer', 'bottle', 'plate', 'sitting', 'box']
['motorcycle', 'street', 'riding', 'road', 'man']
['sailing', 'close', 'flock', 'different', 'picture']
['drawn', 'old', 'photo', 'sign', 'white']
['pictures', 'vintage', 'picture', 'features', 'different']
['sitting', 'used', 'old', 'white', 'airplanes']
['train', 'pictures', 'picture', 'railroad', 'leaves']
['sign', 'eyes', 'ripe', 'display', 'baseball']
['man', 'posing', 'picture', 'pictures', 'smiling']
['bottle', 'glass', 'sitting', 'silver', 'water']
['drawn', 'picture', 'sailing', 'graze', 'snowy']
['purple', 'toothbrush', 'girl', 'pink', 'hair']
['teddy', 'tie', 'doll', 'bear', 'white']
['wearing', 'painting', 'man', 'carpet', 'clothes']
['glass', 'bottle', 'red', 'wine', 'vase']
['ripe', 'potatoes', 'commuter', 'bicycles', 'smart']
['showing', 'picture', 'cover', 'woman', 'photo']
['office', 'bathroom', 'fancy', 'commercial', 'beneath']
['tie', 'man', 'neck', 'pictures', 'wearing']
['man', 'displaying', 'sign', 'posing', 'closed']
['picture', 'book', 'animals', 'building', 'large']
['cat', 'floor', 'scissors', 'leaning', 'large']
['man', 'pictures', 'picture', 'showing', 'ties']
['man', 'sign', 'picture', 'camera', 'highway']
['cars', 'country', 'long', 'train', 'car']
['birds', 'picture', 'bright', 'scissors', 'sky']
['screen', 'television', 'tv', 'sitting', 'monitor']
['parked', 'car', 'truck', 'orange', 'deep']
['wine', 'sign', 'people', 'group', 'standing']
['closed', 'shopping', 'people', 'office', 'posing']
['bird', 'fancy', 'beneath', 'black', 'commercial']
['teeth', 'brushing', 'toothbrush', 'mouth', 'tooth']
['bathroom', 'picture', 'gray', 'vintage', 'pictures']
['table', 'glass', 'drink', 'sitting', 'cup']
['flock', 'picture', 'showing', 'closeup', 'resting']
['elephants', 'restroom', 'rug', 'tan', 'ocean']
['man', 'reading', 'standing', 'working', 'men']
['person', 'flying', 'kites', 'blue', 'standing']
['dog', 'french', 'laptop', 'small', 'brown']
['man', 'suit', 'wearing', 'jacket', 'photo']
['police', 'white', 'standing', 'man', 'truck']
['ripe', 'picture', 'sky', 'scissors', 'gray']
['ripe', 'showing', 'giraffe', 'photo', 'colored']
['lights', 'night', 'light', 'red', 'trunk']
['blue', 'stacked', 'showing', 'wearing', 'sitting']
['vintage', 'clocks', 'pictures', 'photo', 'picture']
['smiling', 'picture', 'posing', 'man', 'dark']
['flower', 'tray', 'giant', 'paper', 'beach']
['pictures', 'rocky', 'zebras', 'photos', 'picture']
['man', 'sitting', 'color', 'picture', 'reads']
['sign', 'black', 'dark', 'cellphone', 'sliced']
['sign', 'wall', 'clock', 'sitting', 'blue']
['writing', 'black', 'sign', 'white', 'blanket']
['pan', 'line', 'commercial', 'bowls', 'white']
['picture', 'smart', 'white', 'closed', 'gray']
['eyes', 'commuter', 'bathroom', 'potatoes', 'bright']
['green', 'center', 'dinner', 'roll', 'attached']
['screen', 'sign', 'green', 'bathroom', 'eyes']
['shopping', 'man', 'phone', 'woman', 'cell']
['bathroom', 'picture', 'black', 'eyes', 'gray']
['blue', 'costume', 'purple', 'holding', 'standing']
['screen', 'showing', 'bathroom', 'picture', 'bright']
['bathroom', 'vintage', 'gray', 'picture', 'eyes']
['baseball', 'standing', 'boy', 'field', 'apple']
['flight', 'flock', 'bunch', 'baked', 'flying']
['stacked', 'keyboard', 'yellow', 'displaying', 'office']
['sign', 'pastries', 'black', 'lights', 'lit']
['blue', 'business', 'night', 'white', 'black']
['book', 'herd', 'bird', 'sheet', 'mother']
['black', 'hillside', 'street', 'floor', 'sky']
['sign', 'mouse', 'says', 'things', 'ball']
['sign', 'eyes', 'black', 'baseball', 'closed']
['showing', 'screen', 'bird', 'clocks', 'eyes']
['pitcher', 'picture', 'pictures', 'photo', 'brick']
['pizza', 'peppers', 'box', 'sitting', 'slices']
['sky', 'blurry', 'flying', 'large', 'colorful']
['writing', 'book', 'runway', 'flying', 'landing']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['stacked', 'business', 'red', 'colors', 'signs']
['doughnut', 'holding', 'person', 'donut', 'white']
['statue', 'picture', 'wearing', 'sitting', 'smiling']
['banana', 'vintage', 'bathroom', 'picture', 'ripe']
['directions', 'variety', 'books', 'green', 'bunch']
['picture', 'people', 'photo', 'sitting', 'old']
['smart', 'picture', 'sign', 'phone', 'resting']
['black', 'desk', 'picture', 'blue', 'trucks']
['skating', 'keyboard', 'sitting', 'office', 'desk']
['hand', 'palm', 'book', 'person', 'holding']
['sign', 'signs', 'video', 'game', 'shop']
['sign', 'dark', 'showing', 'black', 'photo']
['man', 'road', 'distance', 'near', 'traveling']
['ties', 'cover', 'racket', 'showing', 'wearing']
['photos', 'pictures', 'showing', 'picture', 'working']
['sign', 'cell', 'office', 'black', 'night']
['flowers', 'watching', 'open', 'sitting', 'screen']
['yellow', 'decorated', 'bird', 'picture', 'pastry']
['bathroom', 'screen', 'bird', 'showing', 'clocks']
['hillside', 'land', 'grassy', 'ocean', 'highway']
['colors', 'left', 'color', 'upside', 'swing']
['black', 'town', 'sign', 'scissors', 'picture']
['truck', 'parked', 'parking', 'vehicle', 'military']
['farm', 'vintage', 'drawn', 'painting', 'overhead']
['smart', 'appliances', 'bathroom', 'banana', 'sink']
['overhead', 'sky', 'vintage', 'airplane', 'showing']
['broccoli', 'plate', 'food', 'sandwich', 'table']
['bathroom', 'beneath', 'gray', 'stacked', 'bright']
['eyes', 'black', 'plant', 'picture', 'photo']
['sign', 'brick', 'cabinets', 'street', 'building']
['scissors', 'cut', 'picture', 'black', 'pink']
['woman', 'pretty', 'hair', 'posing', 'girl']
['picture', 'phone', 'items', 'white', 'photo']
['object', 'closeup', 'laying', 'person', 'wearing']
['purple', 'closed', 'blue', 'playing', 'men']
['beach', 'ocean', 'sitting', 'herd', 'carriage']
['giraffes', 'group', 'hill', 'field', 'stand']
['electric', 'ear', 'drawn', 'placed', 'face']
['vintage', 'different', 'photos', 'clocks', 'various']
['various', 'different', 'signs', 'cars', 'variety']
['scissors', 'town', 'black', 'sign', 'gray']
['man', 'suit', 'picture', 'wearing', 'photo']
['drawn', 'bush', 'sign', 'does', 'painting']
['man', 'tie', 'suit', 'wearing', 'looking']
['wearing', 'picture', 'holding', 'woman', 'photo']
['wedding', 'appliances', 'signs', 'pictures', 'school']
['head', 'cat', 'sandwich', 'chocolate', 'wearing']
['photo', 'book', 'cup', 'picture', 'pair']
['beach', 'women', 'woman', 'people', 'standing']
['dog', 'sitting', 'fresh', 'brown', 'look']
['farm', 'vintage', 'drawn', 'painting', 'overhead']
['man', 'blue', 'shirt', 'young', 'player']
['blue', 'sky', 'water', 'view', 'broccoli']
['photo', 'snowy', 'picture', 'displayed', 'tennis']
['pictures', 'bird', 'showing', 'picture', 'skateboard']
['sky', 'picture', 'showing', 'commuter', 'appliances']
['hand', 'person', 'ripe', 'photo', 'brushing']
['filled', 'inside', 'cup', 'sky', 'sits']
['signs', 'signal', 'book', 'equipment', 'photo']
['black', 'picture', 'white', 'image', 'glasses']
['roof', 'brick', 'doorway', 'ball', 'ground']
['screen', 'picture', 'shot', 'pictures', 'showing']
['lettuce', 'plate', 'bread', 'bag', 'food']
['ripe', 'picture', 'eyes', 'eaten', 'says']
['people', 'women', 'sitting', 'woman', 'picture']
['screen', 'picture', 'sticking', 'pictures', 'smart']
['snowboarding', 'people', 'swinging', 'swings', 'man']
['beach', 'pier', 'water', 'ocean', 'near']
['papers', 'old', 'sky', 'paper', 'book']
['teeth', 'hand', 'person', 'bananas', 'holding']
['bathroom', 'vintage', 'showing', 'background', 'picture']
['picture', 'wearing', 'photo', 'dark', 'suit']
['sign', 'screen', 'cloudy', 'paper', 'dogs']
['sign', 'posing', 'man', 'racket', 'picture']
['man', 'standing', 'men', 'posing', 'glasses']
['sitting', 'small', 'laptop', 'black', 'bottles']
['showing', 'bathroom', 'picture', 'commuter', 'bright']
['sun', 'setting', 'grassy', 'sunset', 'field']
['woman', 'posing', 'smiling', 'business', 'background']
['clocks', 'bathroom', 'showing', 'stacked', 'bright']
['scissors', 'sign', 'paper', 'sheet', 'bags']
['sign', 'photo', 'picture', 'black', 'white']
['yellow', 'banana', 'bright', 'black', 'picture']
['man', 'coat', 'holding', 'jacket', 'looking']
['table', 'person', 'woman', 'food', 'young']
['woman', 'smiling', 'posing', 'women', 'man']
['green', 'sheep', 'painted', 'decorated', 'like']
['sitting', 'group', 'room', 'crowd', 'people']
['shelves', 'sign', 'stuffed', 'books', 'beer']
['bathroom', 'picture', 'showing', 'scissors', 'man']
['says', 'sign', 'picture', 'eyes', 'blue']
['yellow', 'sitting', 'orange', 'street', 'sits']
['standing', 'people', 'man', 'group', 'large']
['hair', 'man', 'picture', 'camera', 'posing']
['bathroom', 'picture', 'vintage', 'sign', 'phone']
['picture', 'photos', 'showing', 'posing', 'man']
['man', 'talking', 'people', 'picture', 'book']
['ripe', 'picture', 'bright', 'bathroom', 'commercial']
['sign', 'hand', 'person', 'holding', 'held']
['night', 'remote', 'road', 'types', 'dark']
['clocks', 'bathroom', 'showing', 'stacked', 'bright']
['street', 'white', 'road', 'commuter', 'cement']
['bathroom', 'picture', 'vintage', 'lays', 'showing']
['sign', 'cover', 'vintage', 'beneath', 'picture']
['bathroom', 'picture', 'showing', 'bright', 'bird']
['american', 'photos', 'sign', 'pictures', 'paper']
['luggage', 'case', 'suitcases', 'bags', 'living']
['clock', 'building', 'lights', 'large', 'people']
['pictures', 'screen', 'picture', 'showing', 'multiple']
['scissors', 'black', 'eyes', 'dark', 'sign']
['screen', 'birds', 'sitting', 'racing', 'flock']
['people', 'group', 'crowd', 'room', 'standing']
['picture', 'smart', 'cover', 'camera', 'showing']
['sign', 'black', 'baseball', 'eyes', 'display']
['man', 'camera', 'head', 'doughnut', 'white']
['black', 'dark', 'sky', 'scissors', 'sign']
['man', 'tie', 'smiling', 'wearing', 'smile']
['meter', 'table', 'light', 'sitting', 'monitor']
['suitcase', 'red', 'sitting', 'toilet', 'inside']
['street', 'city', 'buildings', 'red', 'cars']
['man', 'people', 'posing', 'talking', 'photos']
['yellow', 'hydrant', 'bright', 'gray', 'showing']
['yellow', 'showing', 'picture', 'scissors', 'animals']
['birds', 'displayed', 'picture', 'drawn', 'close']
['little', 'child', 'young', 'holding', 'boy']
['talking', 'wearing', 'smiling', 'man', 'looking']
['flying', 'sky', 'blue', 'sailing', 'different']
['flower', 'picture', 'yellow', 'closed', 'stacked']
['picture', 'showing', 'photo', 'close', 'things']
['gray', 'sign', 'black', 'carpet', 'vintage']
['photos', 'pictures', 'picture', 'appliances', 'smart']
['sign', 'sky', 'red', 'black', 'bright']
['airplane', 'red', 'vehicle', 'driving', 'car']
['bathroom', 'gray', 'sign', 'office', 'fancy']
['fork', 'oven', 'food', 'carrots', 'pan']
['pillows', 'photograph', 'screen', 'sky', 'device']
['bathroom', 'picture', 'ripe', 'laptop', 'sign']
['plate', 'filled', 'table', 'fruit', 'white']
['showing', 'picture', 'mouse', 'smart', 'skateboard']
['pink', 'dress', 'girl', 'young', 'shoes']
['waves', 'pictures', 'surfers', 'flight', 'surf']
['cars', 'large', 'tracks', 'track', 'stopped']
['eyes', 'sunset', 'commercial', 'black', 'scissors']
['red', 'glove', 'baseball', 'says', 'persons']
['smart', 'vintage', 'showing', 'picture', 'house']
['flock', 'features', 'left', 'statue', 'bunch']
['eyes', 'green', 'airplane', 'plane', 'blue']
['man', 'sitting', 'glasses', 'picture', 'wearing']
['pair', 'sitting', 'scissors', 'black', 'close']
['window', 'glass', 'umbrella', 'camera', 'young']
['subway', 'people', 'group', 'train', 'standing']
['sky', 'flying', 'sailing', 'blue', 'different']
['people', 'field', 'group', 'soccer', 'team']
['bathroom', 'sign', 'green', 'paper', 'overhead']
['brushing', 'dark', 'woman', 'bushes', 'toothbrush']
['stacked', 'hillside', 'black', 'showing', 'pool']
['yellow', 'sky', 'blue', 'picture', 'gold']
['smoke', 'professional', 'performing', 'game', 'ocean']
['sign', 'team', 'french', 'stacked', 'blue']
['different', 'filled', 'bottles', 'beer', 'bunch']
['baked', 'glasses', 'walls', 'nice', 'vanity']
['screen', 'green', 'showing', 'bathroom', 'sticking']
['parking', 'red', 'car', 'street', 'city']
['baseball', 'player', 'helmet', 'gear', 'wearing']
['woman', 'posing', 'hair', 'picture', 'tv']
['happy', 'picture', 'showing', 'closed', 'photo']
['man', 'glasses', 'camera', 'smiling', 'wearing']
['surfboard', 'flower', 'showing', 'picture', 'vintage']
['assorted', 'things', 'tv', 'picture', 'cloth']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['ripe', 'scissors', 'says', 'picture', 'commuter']
['sign', 'dark', 'night', 'black', 'white']
['cover', 'clocks', 'stacked', 'picture', 'zebras']
['cat', 'staring', 'looking', 'resting', 'blue']
['blue', 'use', 'sky', 'sailing', 'flying']
['shoes', 'skateboard', 'skate', 'pair', 'tennis']
['laptop', 'man', 'sitting', 'looking', 'holding']
['screen', 'television', 'lights', 'dark', 'tv']
['laptop', 'apple', 'man', 'book', 'using']
['red', 'container', 'purple', 'plastic', 'colored']
['sign', 'dark', 'black', 'make', 'leaning']
['happy', 'man', 'scissors', 'eyes', 'picture']
['pictures', 'party', 'picture', 'potatoes', 'woman']
